1682,3787
1096,6674
1304,0737
1483,5228
4434,462
891,5322
2224,5306
1279,9763
1945,0675
1337,8111
2589,6265
1986,8492
1660,9023
1911,6135
560,0216
1013,0106
988,2747
1193,7869
1034,0418
2112,046
4163,9003
1993,1168
1176,1139
2098,8316
1299,3175
1657,2695
1648,808
1428,8621
1297,851
1217,9469
2007,2617
1715,6855
1999,5034
1235,2115
2021,9056
3080,2979
1092,0086
1546,5969
2007,049
988,0479
1301,0266
1712,0824
2202,7679
1288,1026
1114,6508
1376,6512
1302,112
1063,3228
4856,4665
4001,4304
1427,3403
2691,2688
2267,9626
1913,4064
2311,6168
1989,9296
2597,7826
1654,3961
16462,3603
1726,9205
1044,15
994,1609
2087,4857
1464,1982
2295,2975
4001,7252
1328,7412
1868,0074
2163,69
1984,8567
1658,2049
1787,0569
1929,5781
1390,37
1957,6697
1663,5584
843,1962
2443,8097
1368,9035
1401,5134
757,5454
892,3002
1639,9494
1408,9635
1643,1777
1749,052
1486,8655
1317,6608
1795,2193
990,2329
1478,5561
1623,3062
5211,021
1736,2927
1441,1625
1705,2364
2256,867
2081,9545
1315,7568
2326,7941
5147,2271
3180,8598
1632,6423
2328,2005
1518,2211
1689,2363
1322,114
1008,4788
1920,2452
892,6017
1611,5959
1564,9833
1347,3652
1300,541
1670,5823
1702,7948
1129,2858
2056,1913
1425,6427
1517,1973
1024,7705
1190,9981
1678,7537
1402,2431
1317,515
1329,5938
2144,5409
2775,2329
2610,2977
1945,0643
1817,3565
1454,8968
848,2651
680,1006
1658,2916
6955,6821
1878,9091
2826,9774
1736,8893
1910,6233
4521,5673
1218,0308
1387,8155
1027,7249
1298,7173
5851,7702
1701,4149
1620,4863
1389,4767
2068,8632
1282,2851
1662,9493
1564,5693
1594,2227
2374,1431
1636,7833
1646,6693
1346,4956
2239,5068
2814,1366
1080,621
1648,2
1778,2106
857,587
1409,8868
1922,1818
1026,9127
1724,5989
2083,0297
1382,6244
2962,6417
1324,0272
1305,2586
968,146
2006,2156
1741,3128
1674,7559
1679,8433
1921,5136
1336,3605
1504,2596
1052,7987
3379,6661
1342,3875
2237,3862
1947,8385
980,5638
4711,7327
1963,1496
2313,0728
3219,3749
32075,4444
1260,1841
1445,6528
1102,1965
1185,8144
1669,6158
2463,0303
1291,3073
1093,454
2005,7665
1299,6785
1429,5884
1444,3098
31320,5441
1560,4576
441,991
2315,5784
1204,4054
2267,5103
1932,0986
2358,1104
27169,7793
2317,5911
757,0297
1945,4561
1306,0032
4500,9343
1971,2784
1632,3722
2732,5515
872,8223
1737,2249
1295,5286
1558,0868
2400,8017
2062,3581
1081,8795
1917,191
1468,9932
1068,0432
1690,83
776,0139
1812,3374
913,9638
1637,0898
2119,7488
1714,9447
1227,5742
1631,295
1784,8117
885,794
2623,3112
2674,6661
1288,7018
1288,4562
1687,7117
1307,2365
1878,615
1479,9884
1305,4182
1789,8584
31363,5627
1676,6416
1540,8325
1616,7371
31225,4961
1421,6435
1653,7743
1348,9103
2611,6992
1429,1109
2245,4974
1651,3133
2761,6592
2220,9088
2044,4052
1518,23
4132,42
1007,0635
1167,1155
2318,5095
2066,0401
2197,2442
7245,9178
999,0886
1349,1301
2010,3825
1271,5151
2962,7312
803,6182
2088,7573
1428,3861
1029,0559
1479,4649
1581,9138
1968,6337
1999,5165
2050,9598
1760,6683
551,7735
783,9754
2689,356
1839,1627
1677,5256
1929,0065
1683,261
1192,8391
1709,7767
2188,8198
1016,5942
1240,4684
1314,5072
944,291
2038,6761
683,3261
2303,2572
1034,0166
32013,5531
1811,1472
1727,1046
1668,8694
778,9453
2082,9341
1088,1061
1585,9374
1329,5191
7054,0342
1042,2601
1303,8525
1955,2228
1727,5193
1710,7184
1673,2349
2083,3878
1296,0811
4411,8273
1685,6899
2600,0763
1081,5953
1311,2629
1347,7046
1607,3798
2003,9449
1417,1231
1327,0283
1634,2062
1742,7649
4718,717
1527,0029
1738,9937
2107,8838
1178,6369
1941,9255
1284,3739
36796,0036
1053,7171
1704,1577
1187,613
1176,5407
1647,4005
1427,3025
1372,554
1472,5879
1431,0946
2955,6107
2028,725
1554,2338
1412,2647
1631,2468
2291,1926
1828,9355
1743,3021
1828,6446
1699,0901
872,0207
2106,7612
2372,0596
1652,1471
1648,1992
1148,8214
1687,7273
1007,4005
1563,1193
1329,4193
1309,5171
2388,1039
1103,88
1773,2641
1368,8469
1619,2777
1813,0342
1208,0383
535,1466
1328,0225
1611,9381
2655,133
2081,6686
2344,7505
1977,7297
1740,8733
1953,22
2253,9023
3611,2816
1139,4928
1719,9026
1373,0502
1203,2
2121,2823
1136,9054
2151,5698
549,8164
1093,1751
1323,4121
1674,8653
1292,7961
1031,9987
1528,6383
1274,1283
1645,6161
1607,3554
1399,3726
1346,4224
2047,1444
2310,2277
1207,8744
1359,175
1771,8786
950,5056
1899,6271
1008,7237
1318,283
1305,3909
5243,7417
1317,0949
1709,2288
2084,1406
5393,0122
870,4104
1648,8395
547,4895
1786,4393
1096,1175
1064,5463
2082,6528
2091,4608
696,1102
1412,3563
1287,5909
1004,2606
1874,2131
1514,4287
971,4787
1293,5712
2058,1717
1467,3589
1289,7557
1908,9698
1396,2919
1445,0579
23191,9434
1960,4418
1678,3141
1618,1247
2266,6588
1072,0073
1109,51
1350,4243
989,6266
1585,3633
1625,4407
5561,2911
1433,4395
968,897
1485,9237
1409,5725
1683,851
791,5292
2400,0783
1550,3862
1688,1615
1503,1978
1667,4991
1150,3375
1493,2216
2619,1298
1718,854
1635,5383
1955,4567
1986,5388
1617,5571
1371,9425
1346,4294
1725,8125
2013,9102
1988,773
2511,0659
1686,2802
2098,7679
2261,3945
1327,8487
1484,8471
1535,8417
1139,0649
2058,4736
1118,5059
2031,9548
1730,1354
2953,4338
1361,4669
1491,2988
1547,9371
665,3605
1054,3874
1702,436
2045,3823
2011,7259
1532,848
1631,6949
1402,6395
1977,6377
1854,6705
877,3353
1062,2006
658,7577
974,254
1001,561
852,6306
984,2862
1617,7053
2428,499
1426,6159
1606,1302
858,1837
1789,7423
1312,1491
1780,379
1080,6376
1611,4108
1872,7773
1541,1751
1005,2303
1322,3398
2087,4241
1299,7079
1009,1565
1935,8645
1306,7871
1732,2642
1965,5536
35942,7041
888,6394
1067,0565
1281,8399
1314,0694
1243,645
1632,3064
1603,122
2070,1263
1712,4936
975,1271
1028,1662
1280,93
1649,8279
2063,1399
2107,9022
9790,6826
1623,0051
1616,9158
1634,9444
1658,4098
1885,0805
912,8759
17381,0322
1819,6296
3096,3638
891,4752
1184,6405
964,3288
1563,5713
1678,8262
1305,6203
1765,2828
1732,8177
1880,5406
1403,9578
1072,8107
2269,1977
1301,8034
1348,039
1726,9294
2602,1923
2167,2294
1737,5335
1626,7027
1315,7097
1532,3455
1530,2472
1813,2037
877,8761
1968,3261
1351,5604
1332,5489
1616,2568
1953,6479
1648,2141
1699,2328
1373,6971
869,91
1963,9306
1056,2022
1288,746
1455,6471
3148,6466
1724,7592
1891,5414
1927,1368
2172,0581
959,7921
1740,0034
753,8319
1430,9799
1758,5289
940,2802
1109,1355
1176,655
1105,3434
1689,1217
1075,9703
1303,8713
1173,1552
1370,1783
1696,5381
1184,087
2082,8818
1413,3752
23061,491
1676,431
1663,2547
1698,2135
1841,8885
1169,705
23149,6478
1176,7332
1215,4837
3501,3869
2384,2768
1712,2059
1344,7307
1748,8188
1601,5135
1157,4553
1297,9893
1410,3044
1658,2456
1852,0728
1958,0059
1803,3563
1149,0334
1712,1843
1730,1372
1944,3635
1492,3135
1283,7758
1075,707
2628,0387
1128,9684
7536,0495
1919,8595
1964,7442
1374,4793
1107,2089
1569,4344
1447,9079
1673,3563
1784,2589
1043,8874
1532,7475
1411,3679
1513,8139
1291,0365
1037,6127
1907,4073
1746,9392
1999,1899
2345,1809
1689,1578
636,2574
902,6951
1640,7294
1315,8205
2050,3724
1304,0907
1500,4374
1318,7494
1339,0013
11078,7835
1439,3753
2164,159
4749,643
1325,308
992,6936
1956,574
1629,0898
1684,9934
1961,5963
1988,5699
1048,8385
871,0301
1431,3901
1374,7804
1630,8922
3037,8887
881,7372
2377,8417
2262,9888
1076,2276
1414,2515
1991,4818
1597,3052
1212,6801
1029,5783
1385,2486
970,5586
1517,2535
1109,3224
1307,0819
1937,9016
977,3737
1698,0734
1411,9267
2268,6761
1322,3458
1012,6995
1318,4171
1340,5252
1425,2824
2057,0569
1646,7953
1844,3403
1318,6946
1251,5863
1211,4917
2044,9905
1717,38
776,1141
1050,2386
1417,3652
1688,1201
1642,5017
1648,3305
2059,9883
2840,4785
1041,7785
1379,0645
1929,2751
1940,6546
2354,8736
1812,8633
1276,2935
993,5854
992,9034
2248,731
759,2891
1392,7507
850,453
882,0486
772,5276
1444,4934
1368,1914
1817,5833
1378,2462
1292,886
1332,8487
753,0136
1907,6629
2353,2067
929,3849
1548,2581
980,5348
1297,2766
1048,4188
1756,8022
2042,3062
869,675
3234,5511
1862,1368
2282,4656
1524,6502
2315,8952
1627,6979
894,712
2697,6911
1850,7442
4453,5063
1541,4964
1344,8262
2852,6274
1353,217
1606,4473
1938,4951
31540,119
2078,8448
1910,8399
1339,8914
763,7423
1511,6742
1461,8727
1709,5406
1105,4921
1939,0422
966,7863
1199,3403
802,1049
1000,2537
1668,0926
1352,7682
1918,1034
1359,8906
1062,6143
2775,5521
1510,965
1923,549
1623,6198
1707,9643
1703,4166
2009,0373
1192,5623
1576,9673
1993,5352
2110,9284
1748,7852
1742,6251
1866,3345
1283,4343
1317,3561
1425,7793
971,0452
768,4184
13242,7762
1133,2021
1478,3703
1342,6426
1187,3748
1087,2971
1590,0091
1380,9405
1938,8982
1844,8719
1702,0905
1079,1013
867,7975
1358,2888
1606,0608
1671,4986
1715,2424
1258,4747
1400,4559
1109,0343
1689,3174
1695,3444
861,297
1315,8
1636,9065
1997,7335
1753,9586
1611,9519
6970,7387
2073,3161
895,675
1725,2943
1734,7058
1539,9205
2422,8794
1874,6856
2523,2349
1668,4122
1234,2952
2654,7695
1336,2444
1749,344
1729,1112
872,2875
1935,7905
862,1743
963,4075
2639,0731
2223,671
2010,8539
1610,9489
1286,1296
1316,1097
998,1795
2512,405
1244,8681
1116,6443
1465,9362
2503,1784
1972,4013
1287,3612
1417,7622
2074,9652
1393,2975
895,336
1379,2842
1852,8291
1189,0261
1497,798
993,7648
1659,9691
2451,4728
1683,3863
1904,7969
1317,2701
1311,4784
960,7157
1310,7696
1397,3214
5071,2135
1000,4597
992,2268
1396,7764
1203,5447
1347,6044
2011,6056
1686,2126
1259,7739
1400,0164
1431,8799
1842,6911
1582,8039
1685,3689
1976,8393
2688,0915
2541,5399
973,5438
1342,0651
1081,6141
31502,1945
852,8712
1271,9978
2013,5004
1293,8748
1497,2565
1321,4359
1283,3539
1658,9183
1531,5241
1009,371
1401,9317
1382,4669
637,621
3220,8882
1461,9137
1723,5829
2070,6784
2293,9148
1304,745
2729,6081
1470,3537
1176,6794
1472,5762
1802,8322
1569,5845
2009,462
1536,2077
1275,7439
1172,9868
765,3536
1010,1723
1655,5622
1864,1682
1658,5903
1207,9739
1318,816
1507,2872
1614,1174
1950,3162
1296,595
1599,9917
1618,2946
2011,2042
1088,2908
1076,6275
2022,1066
1608,691
1765,8816
14168,3772
1785,6734
1062,5188
2064,8874
1522,3388
2040,6453
19139,9299
1360,2958
1222,8425
1031,9158
2337,6554
1191,771
1637,0487
1573,5164
2069,4369
2178,9579
1509,4453
1205,2576
906,3527
1083,7531
1668,7803
1633,1809
1546,1407
970,2202
1759,2643
1176,1794
1975,217
1613,8354
1648,2994
1979,8309
2591,3645
1660,2037
2156,2311
1319,3029
1993,2202
1403,1371
1033,1131
22943,5156
1381,0637
1676,5927
1324,4576
1983,3798
2025,7052
1979,3506
1427,6309
1014,2238
999,7621
1643,9991
1311,4618
984,0204
1639,7448
1502,7937
1555,5065
988,8994
1609,0428
3593,5106
1675,267
1520,4097
2509,7709
987,27
1758,4043
985,6204
1460,2546
1496,2556
1033,4001
653,8968
2052,8267
1894,3571
1684,505
1092,6839
2859,5476
1511,773
2005,4579
874,2807
1535,8205
1391,0187
1230,1666
1658,7499
1995,3447
1713,1119
1641,1979
1438,1444
1598,5495
1093,3758
1617,9906
1844,5123
1862,1092
1249,7397
1985,9973
2009,8615
1297,1226
1759,8483
1939,4252
1894,9106
1365,3722
756,4433
1695,1678
1569,4411
1657,606
1891,3698
5027,5975
1290,3262
1257,4516
1916,3466
669,3157
1667,1905
1308,4557
3049,0095
1376,7404
1502,5258
965,5073
1399,8875
1099,3221
1855,6225
1950,8623
1667,4351
2623,7999
2302,4634
1252,1551
1361,0358
2048,7575
1728,0456
2356,4853
1406,0087
1833,1155
1333,9829
1871,3178
1997,225
1678,3619
1852,4267
1613,7412
2559,6242
1636,1307
1207,7983
6956,2703
1895,9907
2076,9326
1626,3753
1337,3946
1640,3755
1296,7563
994,9349
1321,3114
1636,4818
17664,4145
838,2047
1412,327
1322,4106
3306,7397
2001,3126
1345,1582
962,6282
1915,5298
1894,7694
1682,6332
934,8131
1625,1182
2114,2902
1754,4006
1301,0641
1449,263
2296,7602
1572,8991
1118,2146
1693,2125
1330,4694
1427,0268
1460,857
1789,2684
2098,4918
2845,9563
1850,017
1350,9148
1797,8326
1392,3476
1236,55
1293,0067
2177,2864
1336,513
1199,8443
1249,768
1139,1421
863,9594
974,1836
2307,7217
1728,1075
2058,067
3901,8146
1452,4308
1770,4707
1228,0003
1952,4623
1119,4508
2200,6579
1400,1084
2052,4547
1327,6519
2082,3477
2443,184
1668,2986
1410,3893
1328,8786
1183,3481
1546,9706
1542,1002
1602,9917
2290,3744
553,4506
2663,4059
1652,4518
1315,0437
1198,5455
1344,3924
1731,597
3709,3934
1749,8894
1676,0488
1672,4184
2762,2484
2081,7662
2160,8988
1780,3114
1993,7333
1385,0249
2703,7787
