2998,8869
2412,7612
2840,1271
2486,8042
2728,1624
2952,3806
3641,6258
1886,9258
1334,8422
2091,252
1787,9183
32560,802
2581,1161
62933,9272
2182,6119
2589,2418
2426,2089
1084,1087
31340,6848
1790,7686
1503,6448
2517,5788
1437,6864
3156,7623
8663,0877
2883,2979
32095,0434
1548,7232
2102,4524
1931,5716
1747,4761
2002,4649
2224,7295
3323,3909
1175,0189
2693,3324
2316,3326
2697,5421
5492,8822
1846,5377
1661,3567
2366,1073
2532,762
2164,1657
2730,3842
855,8876
1989,7374
2249,969
2146,5281
2394,6459
3797,2454
2652,0133
1989,1945
62067,1305
1942,6726
1900,2684
2787,042
3314,0248
2038,066
3042,5043
2656,6986
2100,0405
2605,5112
32043,3657
2061,3261
3869,5653
2360,9066
2537,2474
3464,7174
1434,8707
1411,5427
3023,729
77733,1864
1682,9237
2131,1488
1691,4044
45064,9189
2842,6476
2607,4523
2229,5844
1746,5014
2618,2521
31899,2682
1026,3588
1879,9287
4653,2038
1693,1707
1466,7311
1897,7383
2140,2831
3689,8178
2423,3041
1957,8027
3518,19
2510,7311
1587,8233
1651,5578
3044,1174
2652,5268
2019,4354
3786,4131
2694,5828
1905,9623
1952,8552
1204,2681
2183,4383
2295,2742
2371,8703
2139,6163
2387,1501
1738,7633
1643,711
2563,0772
3489,9522
1474,0318
2754,5676
1909,7728
1937,4482
2349,1959
3264,0088
2326,9898
1969,9541
1449,5398
2237,9153
1757,8912
1662,2245
2325,1668
1968,7133
2098,329
6769,8684
1810,0002
9676,5941
1489,5056
1373,8872
1929,3661
2133,1399
2575,0406
2030,7586
1921,0398
1824,1037
2420,6586
4117,8869
2774,4667
2337,8016
13530,3452
2560,9824
19079,7883
1570,2895
1767,855
2682,315
2480,6151
1918,2867
2267,7881
2719,5459
1712,9572
5466,1963
5750,6973
32395,3487
2097,5476
2457,5925
2594,0581
3562,6023
1960,1134
1571,4258
3506,4856
2497,8521
2368,6487
2435,5219
3731,1518
1722,605
2997,0208
1568,8798
2342,4618
27719,657
1840,1193
3628,7674
4174,6307
1920,838
1228,0389
2226,0471
2953,8521
1151,4265
1809,7946
1742,2956
2228,8614
2427,3046
2437,806
1829,1206
1480,0698
2677,9914
1880,3916
1515,8443
2067,965
2149,2316
2188,5752
2422,6829
2037,4913
3451,0177
32064,0087
3206,3222
2308,4168
2293,3482
4004,0253
2443,264
7683,5969
16361,2237
2403,2918
2093,1532
2251,8879
2468,4047
2314,7365
3338,5359
1862,6602
2903,5307
1443,8104
1497,1553
2894,3928
2013,2778
2174,9074
3527,9259
1757,9205
2176,7428
1310,5735
